No.	Time	Source		Destination	Protocol Length	Info
799	18.310	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
801	18.317	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
803	18.319	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
805	18.327	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
807	18.340	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
809	18.347	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
811	18.349	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
813	18.357	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
815	18.370	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
817	18.377	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
819	18.379	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
821	18.387	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
823	18.390	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
825	18.397	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
827	18.410	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
829	18.417	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
831	18.420	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
833	18.427	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
835	18.440	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
837	18.447	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
839	18.450	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
841	18.459	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
843	18.470	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
845	18.478	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
847	18.480	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
849	18.487	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
851	18.500	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
853	18.507	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
855	18.510	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
857	18.517	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
859	18.520	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
861	18.527	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
863	18.540	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
865	18.547	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
867	18.550	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
869	18.559	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
871	18.571	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
873	18.579	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
875	18.580	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
877	18.588	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
879	18.600	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
881	18.607	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
883	18.610	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
885	18.617	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
887	18.631	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
889	18.638	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
891	18.639	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
893	18.647	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
895	18.661	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
897	18.668	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
899	18.670	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
901	18.677	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
903	18.680	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
905	18.687	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
907	18.700	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
909	18.710	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
911	18.711	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
913	18.723	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
915	18.730	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
917	18.740	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
918	18.741	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
921	18.747	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
923	18.761	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
925	18.768	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
927	18.770	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
929	18.777	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
931	18.790	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
933	18.797	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
935	18.799	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
937	18.807	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
939	18.821	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
941	18.828	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
943	18.830	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
945	18.837	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
947	18.839	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
949	18.847	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
951	18.860	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
953	18.867	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
955	18.870	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
957	18.877	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
959	18.890	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
961	18.897	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
963	18.900	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
965	18.907	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
967	18.920	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
969	18.927	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
971	18.930	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
973	18.937	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
975	18.950	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
977	18.957	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
979	18.960	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
981	18.967	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
983	18.970	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
985	18.978	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
987	18.990	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
989	18.998	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
991	18.999	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
993	19.007	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
995	19.020	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
997	19.028	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
999	19.030	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1001	19.037	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1003	19.050	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1005	19.057	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1007	19.060	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1009	19.067	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1011	19.080	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1013	19.087	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1015	19.090	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1017	19.097	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1019	19.110	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1021	19.117	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1023	19.120	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1025	19.127	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1027	19.130	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1029	19.137	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1031	19.150	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1033	19.157	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1035	19.160	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1037	19.167	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1039	19.180	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1041	19.188	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1043	19.190	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1045	19.198	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1047	19.210	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1049	19.217	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1051	19.220	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1053	19.227	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1055	19.240	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1057	19.247	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1059	19.250	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1061	19.258	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1063	19.270	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1065	19.279	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1067	19.282	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1069	19.290	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1071	19.291	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1073	19.303	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1075	19.310	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1077	19.317	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1079	19.319	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1081	19.327	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1083	19.339	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1085	19.349	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1087	19.351	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1089	19.363	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1091	19.370	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1093	19.380	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1095	19.381	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1097	19.389	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1099	19.400	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1101	19.407	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1103	19.410	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1105	19.420	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1107	19.424	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1109	19.429	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1111	19.440	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1113	19.449	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1115	19.451	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1117	19.457	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1119	19.470	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1121	19.477	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1123	19.480	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1125	19.487	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1127	19.500	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1129	19.508	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1131	19.509	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1133	19.517	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1135	19.530	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1137	19.537	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1139	19.540	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1141	19.547	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1143	19.560	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1145	19.567	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1147	19.570	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1149	19.577	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1151	19.579	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1153	19.587	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1155	19.600	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1157	19.607	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1159	19.610	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1161	19.618	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1163	19.630	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1165	19.637	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1167	19.640	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1169	19.647	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1171	19.660	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1173	19.667	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1175	19.669	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1177	19.678	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1179	19.690	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1181	19.697	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1183	19.699	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1185	19.710	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1187	19.712	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1189	19.718	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1191	19.730	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1193	19.737	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1195	19.739	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1197	19.747	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1199	19.760	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1201	19.769	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1203	19.771	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1205	19.777	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1207	19.791	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1209	19.798	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1211	19.799	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1213	19.806	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1215	19.820	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1217	19.827	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1219	19.830	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1221	19.838	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1223	19.850	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1225	19.857	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1227	19.859	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1229	19.867	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1231	19.870	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
1233	19.877	controller	host	HCI_EVT	34	Rcvd Number of Completed Packets
1235	19.890	localhost ()	remote ()	L2CAP	633	Sent Connection oriented channel
